Name,Eligibility,Eligible,Links_online_application,Contacts_offline_applications,Special_Categories,Scholarship_Fellowship,Level,State,Application_Period
Early Career Fellowship,The candidates should have completed their PhD in the last 10 years. Candidates should submit documentary proof of recommendation of award of PhD or original PhD certificate. Thrust area will be Kerala Studies. In addition candidates whose work has the potential to significantly contribute to social sciences/humanities may be considered according to the selection committee’s discretion.,Ph.D/Doctorate,https://kchr.ac.in/archive/257/KCHR-Fellowship-,,Open for all,Fellowship,State,Kerala,January
Fellowship for Independent Research- Women,Women candidates residing in Kerala with a Master’s Degree who have not pursued a PhD are eligible to apply. Thrust area will be Kerala Studies. In addition candidates whose work has the potential to significantly contribute to social sciences/humanities may be considered according to the selection committee’s discretion. Candidates who currently hold permanent employment (governmental/ nongovernmental) are not eligible to apply. Retired professionals are eligible to apply.,Ph.D/Doctorate,https://kchr.ac.in/archive/257/KCHR-Fellowship-,,Open for all,Fellowship,State,Kerala,January
Fellowship for Independent Research- Transgender Scholars,Transgender Scholars candidates residing in Kerala with a Master’s Degree who have not pursued PhD are eligible to apply. Thrust area will be Kerala Studies. In addition candidates whose work has the potential to significantly contribute to social sciences/humanities may be considered according to the selection committee’s discretion. Candidates who currently hold permanent employment (governmental/ nongovernmental) are not eligible to apply. Retired professionals are eligible to apply.,Ph.D/Doctorate,https://kchr.ac.in/archive/257/KCHR-Fellowship-,,Open for Transgenders,Fellowship,State,Kerala,January
Chief Minister’s Nava Kerala Post-Doctoral Fellowship (CMNKPDF),Be a scholar of Kerala origin Have a PhD degree Have a PhD in Physics Chemistry or Nanotechnology Have hands-on experience in electrochemical workstation or optical sensing Have considerable experience in electrochemical sensing optical sensing and related equipment,Ph.D/Doctorate,https://www.kshec.kerala.gov.in/index.php/activities/ongoing/chief-minister-s-nava-kerala-post-doctoral-Fellowship,,Open for all,Fellowship,State,Kerala,Always Open
Post Doctoral Fellowship in Oncoanaesthesia,Applicants should have completed medical post graduation in Anesthesiology with MD/ DNB or equivalent qualification.,PG,https://wbuhs.ac.in/Affiliated%20Courses/chittaranjan-national-cancer-institute/,,Open for all,Fellowship,State,West Bengal,Always Open
RESEARCH FELLOWSHIP AWARD ,Only bonafide Indian citizen residing in West Bengal are eligible for the Research Fellowship Award. The RFAs are awarded by WBSCST/DSTBT to those holding the required degree with a minimum of 60% marks in all qualifying examinations and GATE qualified in relevant discipline.,PG,https://dstbt.bangla.gov.in/vigyansathi/,,Open for all,Fellowship,State,West Bengal,Always Open
Sashakt Uttarakhand CM Fellowship,Be between the ages of 21 and 35 Have a bachelor's or master's degree in Forestry Ayurveda Botany or a related discipline with a minimum of 60% marks Have a minimum of two years of experience in a related sector Have excellent verbal and written communication skills,Work_Experience,https://cppgg.uk.gov.in/ypportaluk/NewUserRegistration.php,,Open for all,Fellowship,State,Uttarakhand,Always Open
Young Professionals under Sashakt Uttarakhand CM Fellowship 2023,Be between the ages of 21 and 35 Have a bachelor's or master's degree in a related discipline with a minimum of 60% marks Have a minimum of two years of experience in a related sector Have excellent verbal and written communication skills,Work_Experience,https://cppgg.uk.gov.in/ypportaluk/index.php,,Open for all,Fellowship,State,Uttarakhand,February to March
Chief Minister Fellowship Programme,Have a bachelor's degree or higher in a relevant field Be at most 40 years old Have the ability to work with computers and information and communication technology Have a minimum of one year of full-time work experience,Work_Experience,http://cmfellowship.upsdc.gov.in/,,Open for all,Fellowship,State,Uttar pradesh,December
CM Urban Fellowship Programme 2023-24,Graduation with first class or minimum 60% marks. Should be proficient in speaking and writing Hindi and English. Relevant work experience in any of the areas listed in the application (publishing articles/policy papers/research papers/appraisal/monitoring of projects and schemes etc. in the thematic areas related to fellowship) Evidence has to be provided.,Researcher,https://anyurban.upsdc.gov.in/Default.aspx,,Open for all,Fellowship,State,Uttar pradesh,December
Tripura Post Graduate Research Fellowship,50% Marks required in M.A/M.Sc/M.Com with Hons in Degree.,Researcher,https://highereducation.tripura.gov.in/scholarship-scheme#:~:text=Tripura%20Post%20Graduate%20Research%20FellowshipCom%20with%20Hons%20in%20Degree.,,Open for all,Fellowship,State,Tripura,January
Udayan Shalini Fellowship,between the ages of 20-25 who have passed 12th standard,UG PG,https://www.udayancare.org/chapterpage/telangana/hyderabad/udayan_shalini_fellowship,,Open for all,Fellowship,State,Telangana,December
Kakatiya Governance Fellowship,Fellows must have been born on or after April 9 1990 and Senior Fellows must have been born on or after April 9 1982.,PG,https://docs.google.com/forms/d/e/1FAIpQLScWK9cYmeaVbCjM7ExGFc8eTgVhtjZ98FL0hjb9qxADQv8usg/viewform,,Open for all,Fellowship,State,Telangana,March to April
Fellowship Program - T-SIG,Any one,Others,https://csr.telangana.gov.in/projects/fellowship-program/,,Open for all,Fellowship,State,Telangana,Always Open
IPE National Research Fellowship,Have a Master's degree from a recognized university in a social science subjectHave a minimum of 55% marks or equivalent gradeSC/ST candidates may have a five percent relaxationHave a confirmed Ph.D. registration at a UGC recognized institutionHave evidence of excellent teaching research and publications in Scopus indexed journalsBe a fresh Ph.D. from a national institution like IIMs IITs etc.Be willing to do full-time research work under the IPE,Researcher,https://www.ipeindia.org/nrf/,,Open for all,Fellowship,State,Telangana,March
Government of Telangana T-Works Fellowship 2022,Candidates should have gone through a formal education in Engineering / Arts / Design / Management / Operations / or any other fieldHaving Graduation / Diploma / Certification in the respective field of education will be preferredCreative thinkers artists makers innovators,PG,https://tworks.telangana.gov.in/fellowship,,Open for all,Fellowship,State,Telangana,January to February
Tamil Nadu Chief Minister Fellowship Programme,Be a permanent resident of Tamil NaduBe between 22 and 30 years old at the time of applicationHave working knowledge of TamilHave a minimum of 60% marks in any disciplineHave at least one year of full-time work experience,Work_Experience,https://www.tn.gov.in/department/41,,Open for all,Fellowship,State,Tamil Nadu,November
Tamil Nadu Education Fellowship (TNEF),Candidates with at least 2 years of work experience preferably in the education sector may apply to join as a Fellow and.Candidates with at least 5 years of experience can apply for the role of Senior Fellow.,Work_Experience,https://docs.google.com/forms/d/e/1FAIpQLSdSR86zJsWXqtZvbkyNjJeNIENC_FvxPa-qlW3RS1Yxv1ZZGA/viewform,,Open for all,Fellowship,State,Tamil Nadu,May
Research Fellowship,M.Sc. in Chemistry (Preferably with InorganicChemistry specialization) with GATE or NETqualified.,PG Researcher,https://nitsikkim.ac.in/admission/research_fellowship.php,,Open for all,Fellowship,State,Sikkim,November to December
Jaipur - Udayan shalini fellowship,Be a female Indian citizenBe a permanent resident of JaipurBe admitted to class 11th in a government schoolHave a minimum of 60% in class 10th academic courses,10+2/Intermediate,https://udayancare.org/chapterpage/rajasthan/jaipur/udayan_shalini_fellowship,,Open for all,Fellowship,State,Rajasthan,Throughout Year
Sohan Qadri Fellowship by Punjab Lalit Kala Akademi – Jaswinder Singh Khanna,Anyone,Others,https://punjablalitkalaakademi.com/sohan-qadri-fellowship-by-punjab-lalit-kala-akademi-jaswinder-singh-khanna/,,Open for all,Fellowship,State,Punjab,Always Open
GOPABANDHU FELLOWSHIP,Highly motivated young Graduates from diversified academic backgrounds including young professionals and fresh out (such as Humanities social work social science anthropology human geography development studies rural development Agriculture youth development law general science IT communication and Media Studies) are encouraged to join the programme. Aged between 20- 25 years as on the date of commencement of the program Passionate about rural Transformation; social change.,PG,https://www.cysd.org/fellowship/,,Open to all,Fellowship,State,Odisha,August
